(0.00, 0.00)
(17.55, -7.04)
(32.21, -20.18)
(44.24, -28.79)
(55.73, -32.90)
(17.27, -47.96)
(20.17, -67.57)
(22.83, -79.27)
(24.97, -89.91)
(5.93, -50.40)
(4.71, -73.00)
(5.37, -87.51)
(5.74, -99.83)
(-4.62, -48.18)
(-8.74, -69.70)
(-10.43, -83.64)
(-11.56, -95.65)
(-14.41, -42.01)
(-23.28, -58.10)
(-29.09, -68.75)
(-33.73, -78.95)
