(0.00, 0.00)
(-17.55, -5.19)
(-31.39, -19.62)
(-44.19, -30.79)
(-56.87, -36.21)
(-18.97, -46.56)
(-25.56, -65.38)
(-29.50, -78.10)
(-32.42, -88.72)
(-7.27, -50.04)
(-10.06, -72.20)
(-12.32, -86.67)
(-14.68, -98.92)
(4.72, -47.89)
(6.90, -70.33)
(8.39, -84.68)
(8.98, -97.31)
(15.84, -41.37)
(24.87, -56.98)
(31.01, -67.16)
(35.78, -76.70)
