(0.00, 0.00)
(61.80, -19.18)
(108.75, -74.99)
(132.80, -123.60)
(134.12, -165.48)
(82.90, -128.14)
(107.45, -158.19)
(96.84, -108.13)
(79.20, -90.18)
(52.14, -133.71)
(78.96, -159.94)
(66.40, -98.88)
(48.14, -87.65)
(17.63, -133.92)
(45.14, -161.53)
(36.04, -101.15)
(19.49, -88.69)
(-22.96, -132.20)
(7.65, -149.89)
(7.84, -108.78)
(-5.36, -96.68)
