(0.00, 0.00)
(61.96, -38.66)
(107.68, -112.88)
(151.02, -170.27)
(197.45, -199.28)
(57.55, -185.34)
(62.50, -223.92)
(65.45, -161.45)
(67.39, -117.55)
(8.69, -184.43)
(16.82, -215.00)
(32.62, -141.09)
(40.66, -91.36)
(-40.26, -176.78)
(-42.73, -226.39)
(-15.02, -164.74)
(3.27, -114.17)
(-85.72, -161.98)
(-130.48, -222.57)
(-162.15, -261.55)
(-190.71, -303.19)
