(0.00, 0.00)
(-61.36, -36.15)
(-104.26, -107.12)
(-138.38, -159.75)
(-176.97, -186.96)
(-33.80, -172.69)
(-29.44, -212.80)
(-37.02, -155.44)
(-43.11, -108.73)
(10.31, -173.82)
(15.53, -209.83)
(-2.81, -144.76)
(-14.58, -98.93)
(54.33, -163.96)
(68.97, -221.68)
(46.56, -171.52)
(29.06, -130.23)
(91.67, -146.69)
(137.29, -200.32)
(167.14, -230.92)
(191.33, -264.67)
